kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,ketersediaan_tempat_pembuangan_sampah,tahun,id
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202070.0,CIDOLOG,3202070004.0,CIPAMINGKIS,32.02.43,CIDOLOG,32.02.43.2002,CIPAMINGKIS,TIDAK ADA,2022.0,20309
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202070.0,CIDOLOG,3202070002.0,MEKARJAYA,32.02.43,CIDOLOG,32.02.43.2005,MEKARJAYA,ADA,2022.0,20310
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202070.0,CIDOLOG,3202070005.0,TEGALLEGA,32.02.43,CIDOLOG,32.02.43.2004,TEGALLEGA,TIDAK ADA,2022.0,20311
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010001.0,CIBENDA,32.02.22,CIEMAS,32.02.22.2002,CIBENDA,TIDAK ADA,2022.0,20312
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010005.0,CIEMAS,32.02.22,CIEMAS,32.02.22.2001,CIEMAS,ADA,2022.0,20313
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010002.0,CIWARU,32.02.22,CIEMAS,32.02.22.2003,CIWARU,ADA,2022.0,20314
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010006.0,GIRIMUKTI,32.02.22,CIEMAS,32.02.22.2005,GIRIMUKTI,TIDAK ADA,2022.0,20315
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010007.0,MANDRAJAYA,32.02.22,CIEMAS,32.02.22.2007,MANDRAJAYA,TIDAK ADA,2022.0,20316
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010004.0,MEKARJAYA,32.02.22,CIEMAS,32.02.22.2004,MEKARJAYA,TIDAK ADA,2022.0,20317
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010008.0,MEKARSAKTI,32.02.22,CIEMAS,32.02.22.2009,MEKARSAKTI,ADA,2022.0,20318
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010009.0,SIDAMULYA,32.02.22,CIEMAS,32.02.22.2008,SIDAMULYA,TIDAK ADA,2022.0,20319
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010003.0,TAMANJAYA,32.02.22,CIEMAS,32.02.22.2006,TAMANJAYA,ADA,2022.0,20320
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291002.0,CIKAKAK,32.02.03,CIKAKAK,32.02.03.2001,CIKAKAK,ADA,2022.0,20321
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291004.0,CILEUNGSING,32.02.03,CIKAKAK,32.02.03.2005,CILEUNGSING,ADA,2022.0,20322
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291001.0,CIMAJA,32.02.03,CIKAKAK,32.02.03.2002,CIMAJA,ADA,2022.0,20323
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291009.0,CIRENDANG,32.02.03,CIKAKAK,32.02.03.2009,CIRENDANG,TIDAK ADA,2022.0,20324
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291008.0,GANDASOLI,32.02.03,CIKAKAK,32.02.03.2008,GANDASOLI,ADA,2022.0,20325
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291006.0,MARGALAKSANA,32.02.03,CIKAKAK,32.02.03.2006,MARGALAKSANA,TIDAK ADA,2022.0,20326
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291005.0,RIDOGALIH,32.02.03,CIKAKAK,32.02.03.2003,RIDOGALIH,TIDAK ADA,2022.0,20327
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291007.0,SIRNARASA,32.02.03,CIKAKAK,32.02.03.2007,SIRNARASA,TIDAK ADA,2022.0,20328
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202291.0,CIKAKAK,3202291003.0,SUKAMAJU,32.02.03,CIKAKAK,32.02.03.2004,SUKAMAJU,TIDAK ADA,2022.0,20329
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140005.0,BOJONG,32.02.10,CIKEMBAR,32.02.10.2003,BOJONG,ADA,2022.0,20330
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140006.0,BOJONGKEMBAR,32.02.10,CIKEMBAR,32.02.10.2005,BOJONGKEMBAR,TIDAK ADA,2022.0,20331
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140010.0,BOJONGRAHARJA,32.02.10,CIKEMBAR,32.02.10.2010,BOJONGRAHARJA,ADA,2022.0,20332
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140002.0,CIBATU,32.02.10,CIKEMBAR,32.02.10.2007,CIBATU,TIDAK ADA,2022.0,20333
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140007.0,CIKEMBAR,32.02.10,CIKEMBAR,32.02.10.2001,CIKEMBAR,TIDAK ADA,2022.0,20334
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140008.0,CIMANGGU,32.02.10,CIKEMBAR,32.02.10.2004,CIMANGGU,ADA,2022.0,20335
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140004.0,KERTARAHARJA,32.02.10,CIKEMBAR,32.02.10.2008,KERTARAHARJA,ADA,2022.0,20336
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140003.0,PARAKANLIMA,32.02.10,CIKEMBAR,32.02.10.2002,PARAKANLIMA,TIDAK ADA,2022.0,20337
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140001.0,SUKAMAJU,32.02.10,CIKEMBAR,32.02.10.2006,SUKAMAJU,TIDAK ADA,2022.0,20338
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202140.0,CIKEMBAR,3202140009.0,SUKAMULYA,32.02.10,CIKEMBAR,32.02.10.2009,SUKAMULYA,ADA,2022.0,20339
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280009.0,BUMISARI,32.02.06,CIKIDANG,32.02.06.2007,BUMI SARI,ADA,2022.0,20340
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280010.0,CICAREUH,32.02.06,CIKIDANG,32.02.06.2005,CICAREUH,ADA,2022.0,20341
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280002.0,CIJAMBE,32.02.06,CIKIDANG,32.02.06.2011,CIJAMBE,ADA,2022.0,20342
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280012.0,CIKARAE THOYIBAH,32.02.06,CIKIDANG,32.02.06.2012,CIKARAE THOYYIBAH,ADA,2022.0,20343
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280005.0,CIKIDANG,32.02.06,CIKIDANG,32.02.06.2001,CIKIDANG,TIDAK ADA,2022.0,20344
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280003.0,CIKIRAY,32.02.06,CIKIDANG,32.02.06.2002,CIKIRAY,TIDAK ADA,2022.0,20345
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280006.0,GUNUNG MALANG,32.02.06,CIKIDANG,32.02.06.2003,GUNUNGMALANG,TIDAK ADA,2022.0,20346
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280004.0,MEKARNANGKA,32.02.06,CIKIDANG,32.02.06.2010,MEKARNANGKA,ADA,2022.0,20347
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280007.0,NANGKAKONENG,32.02.06,CIKIDANG,32.02.06.2009,NANGKAKONENG,TIDAK ADA,2022.0,20348
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280008.0,PANGKALAN,32.02.06,CIKIDANG,32.02.06.2004,PANGKALAN,TIDAK ADA,2022.0,20349
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280001.0,SAMPORA,32.02.06,CIKIDANG,32.02.06.2008,SAMPORA,ADA,2022.0,20350
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202280.0,CIKIDANG,3202280011.0,TAMANSARI,32.02.06,CIKIDANG,32.02.06.2006,TAMAN SARI,ADA,2022.0,20351
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202041.0,CIMANGGU,3202041001.0,BOREGAH INDAH,32.02.46,CIMANGGU,32.02.46.2005,BOREGAHINDAH,TIDAK ADA,2022.0,20352
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202041.0,CIMANGGU,3202041002.0,CIMANGGU,32.02.46,CIMANGGU,32.02.46.2001,CIMANGGU,ADA,2022.0,20353
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202041.0,CIMANGGU,3202041005.0,KARANGMEKAR,32.02.46,CIMANGGU,32.02.46.2004,KARANGMEKAR,TIDAK ADA,2022.0,20354
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202041.0,CIMANGGU,3202041004.0,SUKAJADI,32.02.46,CIMANGGU,32.02.46.2003,SUKAJADI,TIDAK ADA,2022.0,20355
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202041.0,CIMANGGU,3202041003.0,SUKAMAJU,32.02.46,CIMANGGU,32.02.46.2002,SUKAMAJU,ADA,2022.0,20356
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202041.0,CIMANGGU,3202041006.0,SUKAMANAH,32.02.46,CIMANGGU,32.02.46.2006,SUKAMANAH,TIDAK ADA,2022.0,20357
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020002.0,CIKANGKUNG,32.02.26,CIRACAP,32.02.26.2002,CIKANGKUNG,TIDAK ADA,2022.0,20358
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020004.0,CIRACAP,32.02.26,CIRACAP,32.02.26.2001,CIRACAP,TIDAK ADA,2022.0,20359
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020001.0,GUNUNGBATU,32.02.26,CIRACAP,32.02.26.2003,GUNUNGBATU,TIDAK ADA,2022.0,20360
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020006.0,MEKARSARI,32.02.26,CIRACAP,32.02.26.2006,MEKARSARI,ADA,2022.0,20361
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020007.0,PANGUMBAHAN,32.02.26,CIRACAP,32.02.26.2008,PANGUMBAHAN,TIDAK ADA,2022.0,20362
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020005.0,PASIRPANJANG,32.02.26,CIRACAP,32.02.26.2005,PASIRPANJANG,TIDAK ADA,2022.0,20363
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020003.0,PURWASEDAR,32.02.26,CIRACAP,32.02.26.2004,PURWASEDAR,TIDAK ADA,2022.0,20364
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020008.0,UJUNG GENTENG,32.02.26,CIRACAP,32.02.26.2007,UJUNG GENTENG,ADA,2022.0,20365
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202172.0,CIREUNGHAS,3202172003.0,BENCOY,32.02.35,CIREUNGHAS,32.02.35.2003,BENCOY,TIDAK ADA,2022.0,20366
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202172.0,CIREUNGHAS,3202172004.0,CIKURUTUG,32.02.35,CIREUNGHAS,32.02.35.2004,CIKURUTUG,ADA,2022.0,20367
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202172.0,CIREUNGHAS,3202172001.0,CIPURUT,32.02.35,CIREUNGHAS,32.02.35.2002,CIPURUT,TIDAK ADA,2022.0,20368
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202172.0,CIREUNGHAS,3202172002.0,CIREUNGHAS,32.02.35,CIREUNGHAS,32.02.35.2001,CIREUNGHAS,TIDAK ADA,2022.0,20369
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202172.0,CIREUNGHAS,3202172005.0,TEGALPANJANG,32.02.35,CIREUNGHAS,32.02.35.2005,TEGALPANJANG,TIDAK ADA,2022.0,20370
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200009.0,BABAKAN,32.02.29,CISAAT,32.02.29.2006,BABAKAN,ADA,2022.0,20371
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200013.0,CIBATU,32.02.29,CISAAT,32.02.29.2008,CIBATU,ADA,2022.0,20372
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200014.0,CIBOLANG KALER,32.02.29,CISAAT,32.02.29.2011,CIBOLANG KALER,ADA,2022.0,20373
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200008.0,CISAAT,32.02.29,CISAAT,32.02.29.2004,CISAAT,TIDAK ADA,2022.0,20374
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200018.0,GUNUNGJAYA,32.02.29,CISAAT,32.02.29.2001,GUNUNGJAYA,ADA,2022.0,20375
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200015.0,KUTASIRNA,32.02.29,CISAAT,32.02.29.2012,KUTASIRNA,ADA,2022.0,20376
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200012.0,NAGRAK,32.02.29,CISAAT,32.02.29.2005,NAGRAK,TIDAK ADA,2022.0,20377
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200007.0,PADAASIH,32.02.29,CISAAT,32.02.29.2010,PADAASIH,TIDAK ADA,2022.0,20378
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200016.0,SELAJAMBE,32.02.29,CISAAT,32.02.29.2009,SELAJAMBE,ADA,2022.0,20379
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200011.0,SUKAMANAH,32.02.29,CISAAT,32.02.29.2003,SUKAMANAH,ADA,2022.0,20380
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200010.0,SUKAMANTRI,32.02.29,CISAAT,32.02.29.2007,SUKAMANTRI,ADA,2022.0,20381
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200019.0,SUKARESMI,32.02.29,CISAAT,32.02.29.2013,SUKARESMI,ADA,2022.0,20382
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200017.0,SUKASARI,32.02.29,CISAAT,32.02.29.2002,SUKASARI,ADA,2022.0,20383
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290017.0,CARINGIN,32.02.05,CISOLOK,32.02.05.2005,CARINGIN,ADA,2022.0,20384
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290013.0,CICADAS,32.02.05,CISOLOK,32.02.05.2010,CICADAS,TIDAK ADA,2022.0,20385
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290002.0,CIKAHURIPAN,32.02.05,CISOLOK,32.02.05.2003,CIKAHURIPAN,ADA,2022.0,20386
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290014.0,CIKELAT,32.02.05,CISOLOK,32.02.05.2004,CIKELAT,ADA,2022.0,20387
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290003.0,CISOLOK,32.02.05,CISOLOK,32.02.05.2001,CISOLOK,ADA,2022.0,20388
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290015.0,GUNUNG KRAMAT,32.02.05,CISOLOK,32.02.05.2006,GUNUNGKARAMAT,ADA,2022.0,20389
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290016.0,GUNUNG TANJUNG,32.02.05,CISOLOK,32.02.05.2007,GUNUNGTANJUNG,TIDAK ADA,2022.0,20390
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290004.0,KARANGPAPAK,32.02.05,CISOLOK,32.02.05.2008,KARANGPAPAK,ADA,2022.0,20391
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290001.0,PASIRBARU,32.02.05,CISOLOK,32.02.05.2002,PASIR BARU,ADA,2022.0,20392
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290012.0,SIRNARESMI,32.02.05,CISOLOK,32.02.05.2009,SIRNARESMI,TIDAK ADA,2022.0,20393
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290018.0,SUKARAME,32.02.05,CISOLOK,32.02.05.2013,SUKARAME,ADA,2022.0,20394
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290020.0,WANAJAYA,32.02.05,CISOLOK,32.02.05.2011,WANAJAYA,ADA,2022.0,20395
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202290.0,CISOLOK,3202290019.0,WANGUNSARI,32.02.05,CISOLOK,32.02.05.2012,WANGUNSARI,ADA,2022.0,20396
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202082.0,CURUGKEMBAR,3202082006.0,BOJONG TUGU,32.02.42,CURUGKEMBAR,32.02.42.2007,BOJONG TUGU,ADA,2022.0,20397
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202082.0,CURUGKEMBAR,3202082001.0,CIMENTENG,32.02.42,CURUGKEMBAR,32.02.42.2002,CIMENTENG,ADA,2022.0,20398
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202082.0,CURUGKEMBAR,3202082002.0,CURUGKEMBAR,32.02.42,CURUGKEMBAR,32.02.42.2001,CURUGKEMBAR,ADA,2022.0,20399
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202082.0,CURUGKEMBAR,3202082005.0,MEKARTANJUNG,32.02.42,CURUGKEMBAR,32.02.42.2005,MEKARTANJUNG,ADA,2022.0,20400
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202082.0,CURUGKEMBAR,3202082007.0,NAGRAKJAYA,32.02.42,CURUGKEMBAR,32.02.42.2006,NAGRAKJAYA,TIDAK ADA,2022.0,20401
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202082.0,CURUGKEMBAR,3202082004.0,SINDANGRAJA,32.02.42,CURUGKEMBAR,32.02.42.2004,SINDANGRAJA,ADA,2022.0,20402
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202082.0,CURUGKEMBAR,3202082003.0,TANJUNGSARI,32.02.42,CURUGKEMBAR,32.02.42.2003,TANJUNGSARI,ADA,2022.0,20403
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202160.0,GEGER BITUNG,3202160006.0,BUNIWANGI,32.02.40,GEGERBITUNG,32.02.40.2007,BUNIWANGI,TIDAK ADA,2022.0,20404
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202160.0,GEGER BITUNG,3202160007.0,CARINGIN,32.02.40,GEGERBITUNG,32.02.40.2005,CARINGIN,ADA,2022.0,20405
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202160.0,GEGER BITUNG,3202160001.0,CIENGANG,32.02.40,GEGERBITUNG,32.02.40.2003,CIENGANG,ADA,2022.0,20406
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202160.0,GEGER BITUNG,3202160004.0,CIJUREY,32.02.40,GEGERBITUNG,32.02.40.2002,CIJUREY,TIDAK ADA,2022.0,20407
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202160.0,GEGER BITUNG,3202160003.0,GEGERBITUNG,32.02.40,GEGERBITUNG,32.02.40.2001,GEGERBITUNG,ADA,2022.0,20408
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202160.0,GEGER BITUNG,3202160005.0,KARANGJAYA,32.02.40,GEGERBITUNG,32.02.40.2004,KARANGJAYA,TIDAK ADA,2022.0,20409
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202160.0,GEGER BITUNG,3202160002.0,SUKAMANAH,32.02.40,GEGERBITUNG,32.02.40.2006,SUKAMANAH,TIDAK ADA,2022.0,20410
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201005.0,CIBENTANG,32.02.27,GUNUNGGURUH,32.02.27.2003,CIBENTANG,ADA,2022.0,20411
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201006.0,CIBOLANG,32.02.27,GUNUNGGURUH,32.02.27.2006,CIBOLANG,ADA,2022.0,20412
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201004.0,CIKUJANG,32.02.27,GUNUNGGURUH,32.02.27.2001,CIKUJANG,TIDAK ADA,2022.0,20413
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201003.0,GUNUNG GURUH,32.02.27,GUNUNGGURUH,32.02.27.2002,GUNUNGGURUH,ADA,2022.0,20414
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201002.0,KEBONMANGGU,32.02.27,GUNUNGGURUH,32.02.27.2005,KEBONMANGGU,ADA,2022.0,20415
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201007.0,MANGKALAYA,32.02.27,GUNUNGGURUH,32.02.27.2007,MANGKALAYA,ADA,2022.0,20416
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201001.0,SIRNARESMI,32.02.27,GUNUNGGURUH,32.02.27.2004,SIRNARESMI,ADA,2022.0,20417
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040003.0,BOJONGSARI,32.02.21,JAMPANGKULON,32.02.21.2005,BOJONGSARI,TIDAK ADA,2022.0,20418
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040002.0,BOJONG GENTENG,32.02.21,JAMPANGKULON,32.02.21.2002,BOJONGGENTENG,ADA,2022.0,20419
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040013.0,CIKARANG,32.02.21,JAMPANGKULON,32.02.21.2003,CIKARANG,ADA,2022.0,20420
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040015.0,CIKARANGGEUSAN,32.02.21,JAMPANGKULON,32.02.21.2016,CIKARANGGEUSAN,ADA,2022.0,20421
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040001.0,CIPARAY,32.02.21,JAMPANGKULON,32.02.21.2011,CIPARAY,ADA,2022.0,20422
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040014.0,KARANGANYAR,32.02.21,JAMPANGKULON,32.02.21.2014,KARANGANYAR,ADA,2022.0,20423
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040004.0,MEKARJAYA,32.02.21,JAMPANGKULON,32.02.21.2008,MEKARJAYA,TIDAK ADA,2022.0,20424
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040005.0,NAGRAKSARI,32.02.21,JAMPANGKULON,32.02.21.2007,NAGRAKSARI,ADA,2022.0,20425
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040008.0,PADAJAYA,32.02.21,JAMPANGKULON,32.02.21.2013,PADAJAYA,TIDAK ADA,2022.0,20426
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANG KULON,3202040007.0,TANJUNG,32.02.21,JAMPANGKULON,32.02.21.2009,TANJUNG,TIDAK ADA,2022.0,20427
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202130.0,JAMPANG TENGAH,3202130013.0,BANTAR AGUNG,32.02.08,JAMPANGTENGAH,32.02.08.2010,BANTARAGUNG,ADA,2022.0,20428
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202130.0,JAMPANG TENGAH,3202130001.0,BANTARPANJANG,32.02.08,JAMPANGTENGAH,32.02.08.2003,BANTARPANJANG,ADA,2022.0,20429
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202130.0,JAMPANG TENGAH,3202130012.0,BOJONG JENGKOL,32.02.08,JAMPANGTENGAH,32.02.08.2004,BOJONGJENGKOL,TIDAK ADA,2022.0,20430
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202130.0,JAMPANG TENGAH,3202130009.0,BOJONGTIPAR,32.02.08,JAMPANGTENGAH,32.02.08.2011,BOJONGTIPAR,TIDAK ADA,2022.0,20431
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202130.0,JAMPANG TENGAH,3202130010.0,CIJULANG,32.02.08,JAMPANGTENGAH,32.02.08.2009,CIJULANG,TIDAK ADA,2022.0,20432
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202130.0,JAMPANG TENGAH,3202130014.0,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,32.02.08.2001,JAMPANGTENGAH,ADA,2022.0,20433
